       , intro      , intro      , intro      , intro     
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:34] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[5:35] , silence1   , silence1   , silence1   , silence1  
       , inNose     , inNose     , inNose     , inNose    
[5:36] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:37] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:38] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:39] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:40] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:41] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[5:42] , silence1   , silence1   , silence1   , silence1  
       , inNose     , inNose     , inNose     , inNose    
[5:43] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:44] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:45] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:46] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:47] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:48] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[5:49] , silence1   , silence1   , silence1   , silence1  
       , inNose     , inNose     , inNose     , inNose    
[5:50] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:51] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:52] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:53] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:54] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[5:55] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[5:56] , silence1   , silence1   , silence1   , silence1  
       , inNose     , inNose     , inNose     , inNose    
[5:57] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:58] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[5:59] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[6: 0] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[6: 1] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[6: 2] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[6: 3] , silence1   , silence1   , silence1   , silence1  
       , inNose     , inNose     , inNose     , inNose    
[6: 4] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[6: 5] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[6: 6] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[6: 7] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[6: 8] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[6: 9] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[6:10] , silence1   , silence1   , silence1   , silence1  
[6:10] , ********** , ********** , ********** , **********
       , in         , in         , inMouth    , clapNow   
[6:11] , in         , in         , inMouth    , clapNow   
       , in         , in         , inMouth    , clapNow   
[6:12] , in         , in         , inMouth    , clapNow   
       , in         , in         , inMouth    , clapNow   
[6:13] , in         , in         , inMouth    , clapNow   
       , humLow     , out        , hold1      , clapNow   
[6:14] , humLow     , out        , hold1      , clapNow   
       , humLow     , out        , outNose    , in        
[6:15] , humLow     , out        , outNose    , in        
       , humLow     , out        , outNose    , in        
[6:16] , humLow     , out        , outNose    , in        
       , silence1   , silence1   , outNose    , in        
[6:17] , silence1   , silence1   , outNose    , in        
       , silence1   , in         , in         , out       
[6:18] , silence1   , in         , in         , out       
       , silence1   , in         , in         , out       
[6:19] , silence1   , in         , in         , out       
       , silence1   , in         , in         , out       
[6:20] , silence1   , in         , in         , out       
       , silence1   , humHigh    , humLow     , silence1  
[6:21] , silence1   , humHigh    , humLow     , silence1  
       , clapNow    , humHigh    , humLow     , in        
[6:22] , clapNow    , humHigh    , humLow     , in        
       , clapNow    , humHigh    , humLow     , in        
[6:23] , clapNow    , humHigh    , humLow     , in        
       , clapNow    , silence1   , silence1   , in        
[6:24] , clapNow    , silence1   , silence1   , in        
       , clapNow    , silence1   , silence1   , humLow    
[6:25] , clapNow    , silence1   , silence1   , humLow    
       , in         , silence1   , silence1   , humLow    
[6:26] , in         , silence1   , silence1   , humLow    
       , in         , silence1   , silence1   , humLow    
[6:27] , in         , silence1   , silence1   , humLow    
       , in         , silence1   , silence1   , silence1  
[6:28] , in         , silence1   , silence1   , silence1  
       , out        , in         , in         , silence1  
[6:29] , out        , in         , in         , silence1  
       , out        , in         , in         , silence1  
[6:30] , out        , in         , in         , silence1  
       , out        , in         , in         , silence1  
[6:31] , out        , in         , in         , silence1  
       , silence1   , humLow     , humLow     , silence1  
[6:32] , silence1   , humLow     , humLow     , silence1  
       , in         , humLow     , humLow     , inMouth   
[6:33] , in         , humLow     , humLow     , inMouth   
       , in         , humLow     , humLow     , inMouth   
[6:34] , in         , humLow     , humLow     , inMouth   
       , in         , silence1   , silence1   , inMouth   
[6:35] , in         , silence1   , silence1   , inMouth   
       , out        , silence1   , silence1   , hold1     
[6:36] , out        , silence1   , silence1   , hold1     
       , out        , silence1   , silence1   , outNose   
[6:37] , out        , silence1   , silence1   , outNose   
       , out        , silence1   , silence1   , outNose   
[6:38] , out        , silence1   , silence1   , outNose   
       , silence1   , silence1   , silence1   , outNose   
[6:39] , silence1   , silence1   , silence1   , outNose   
       , in         , clapNow    , in         , in        
[6:40] , in         , clapNow    , in         , in        
       , in         , clapNow    , in         , in        
[6:41] , in         , clapNow    , in         , in        
       , in         , clapNow    , in         , in        
[6:42] , in         , clapNow    , in         , in        
       , humHigh    , clapNow    , humHigh    , humHigh   
[6:43] , humHigh    , clapNow    , humHigh    , humHigh   
       , humHigh    , in         , humHigh    , humHigh   
[6:44] , humHigh    , in         , humHigh    , humHigh   
       , humHigh    , in         , humHigh    , humHigh   
[6:45] , humHigh    , in         , humHigh    , humHigh   
       , silence1   , in         , silence1   , silence1  
[6:46] , silence1   , in         , silence1   , silence1  
       , silence1   , out        , silence1   , silence1  
[6:47] , silence1   , out        , silence1   , silence1  
       , silence1   , out        , silence1   , silence1  
[6:48] , silence1   , out        , silence1   , silence1  
       , silence1   , out        , silence1   , silence1  
[6:49] , silence1   , out        , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[6:50] , silence1   , silence1   , silence1   , silence1  
       , inMouth    , clapNow    , clapNow    , inMouth   
[6:51] , inMouth    , clapNow    , clapNow    , inMouth   
       , inMouth    , clapNow    , clapNow    , inMouth   
[6:52] , inMouth    , clapNow    , clapNow    , inMouth   
       , inMouth    , clapNow    , clapNow    , inMouth   
[6:53] , inMouth    , clapNow    , clapNow    , inMouth   
       , hold1      , clapNow    , clapNow    , hold1     
[6:54] , hold1      , clapNow    , clapNow    , hold1     
       , outNose    , in         , clapNow    , outNose   
[6:55] , outNose    , in         , clapNow    , outNose   
       , outNose    , in         , clapNow    , outNose   
[6:56] , outNose    , in         , clapNow    , outNose   
       , outNose    , in         , clapNow    , outNose   
[6:57] , outNose    , in         , clapNow    , outNose   
       , in         , humLow     , clapNow    , in        
[6:58] , in         , humLow     , clapNow    , in        
       , in         , humLow     , in         , in        
[6:59] , in         , humLow     , in         , in        
       , in         , humLow     , in         , in        
[7: 0] , in         , humLow     , in         , in        
       , humLow     , silence1   , in         , humLow    
[7: 1] , humLow     , silence1   , in         , humLow    
       , humLow     , silence1   , out        , humLow    
[7: 2] , humLow     , silence1   , out        , humLow    
       , humLow     , silence1   , out        , humLow    
[7: 3] , humLow     , silence1   , out        , humLow    
       , silence1   , silence1   , out        , silence1  
[7: 4] , silence1   , silence1   , out        , silence1  
       , silence1   , silence1   , silence1   , silence1  
[7: 5] , silence1   , silence1   , silence1   , silence1  
       , silence1   , inMouth    , in         , silence1  
[7: 6] , silence1   , inMouth    , in         , silence1  
       , silence1   , inMouth    , in         , silence1  
[7: 7] , silence1   , inMouth    , in         , silence1  
       , silence1   , inMouth    , in         , silence1  
[7: 8] , silence1   , inMouth    , in         , silence1  
       , clapNow    , hold1      , out        , clapNow   
[7: 9] , clapNow    , hold1      , out        , clapNow   
       , clapNow    , outNose    , out        , clapNow   
[7:10] , clapNow    , outNose    , out        , clapNow   
       , in         , outNose    , out        , in        
[7:11] , in         , outNose    , out        , in        
       , in         , outNose    , silence1   , in        
[7:12] , in         , outNose    , silence1   , in        
       , in         , in         , in         , in        
[7:13] , in         , in         , in         , in        
       , humHigh    , in         , in         , humHigh   
[7:14] , humHigh    , in         , in         , humHigh   
       , humHigh    , in         , in         , humHigh   
[7:15] , humHigh    , in         , in         , humHigh   
       , humHigh    , humHigh    , humHigh    , humHigh   
[7:16] , humHigh    , humHigh    , humHigh    , humHigh   
       , silence1   , humHigh    , humHigh    , silence1  
[7:17] , silence1   , humHigh    , humHigh    , silence1  
       , silence1   , humHigh    , humHigh    , silence1  
[7:18] , silence1   , humHigh    , humHigh    , silence1  
       , silence1   , silence1   , silence1   , silence1  
[7:19] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[7:20] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[7:21] , silence1   , silence1   , silence1   , silence1  
       , inMouth    , silence1   , silence1   , in        
[7:22] , inMouth    , silence1   , silence1   , in        
       , inMouth    , silence1   , silence1   , in        
[7:23] , inMouth    , silence1   , silence1   , in        
       , inMouth    , inMouth    , inMouth    , in        
[7:24] , inMouth    , inMouth    , inMouth    , in        
       , hold1      , inMouth    , inMouth    , out       
[7:25] , hold1      , inMouth    , inMouth    , out       
       , outNose    , inMouth    , inMouth    , out       
[7:26] , outNose    , inMouth    , inMouth    , out       
       , outNose    , hold1      , hold1      , out       
[7:27] , outNose    , hold1      , hold1      , out       
       , outNose    , outNose    , outNose    , silence1  
[7:28] , outNose    , outNose    , outNose    , silence1  
       , clapNow    , outNose    , outNose    , clapNow   
[7:29] , clapNow    , outNose    , outNose    , clapNow   
       , clapNow    , outNose    , outNose    , clapNow   
[7:30] , clapNow    , outNose    , outNose    , clapNow   
[7:30] , ********** , ********** , ********** , **********
       , jchill     , inMouth    , jchill     , jchill    
[7:31] , jchill     , inMouth    , jchill     , jchill    
       , jchill     , inMouth    , jchill     , jchill    
[7:32] , jchill     , inMouth    , jchill     , jchill    
       , jchill     , inMouth    , jchill     , jchill    
[7:33] , jchill     , inMouth    , jchill     , jchill    
       , jchill     , outMouth   , jchill     , jchill    
[7:34] , jchill     , outMouth   , jchill     , jchill    
       , silence1   , outMouth   , silence1   , silence1  
[7:35] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:36] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:37] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:38] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:39] , silence1   , inNose     , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:40] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:41] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:42] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:43] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:44] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:45] , silence1   , inNose     , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:46] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:47] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:48] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:49] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:50] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[7:51] , silence1   , inNose     , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:52] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:53] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[7:54] , silence1   , outMouth   , silence1   , silence1  
       , inMouth    , inNose     , silence1   , silence1  
[7:55] , inMouth    , inNose     , silence1   , silence1  
       , inMouth    , inNose     , silence1   , silence1  
[7:56] , inMouth    , inNose     , silence1   , silence1  
       , inMouth    , inNose     , silence1   , silence1  
[7:57] , inMouth    , inNose     , silence1   , silence1  
       , outMouth   , outMouth   , silence1   , silence1  
[7:58] , outMouth   , outMouth   , silence1   , silence1  
       , outMouth   , outMouth   , silence1   , silence1  
[7:59] , outMouth   , outMouth   , silence1   , silence1  
       , outMouth   , outMouth   , silence1   , silence1  
[8: 0] , outMouth   , outMouth   , silence1   , silence1  
       , inNose     , inNose     , silence1   , inMouth   
[8: 1] , inNose     , inNose     , silence1   , inMouth   
       , inNose     , inNose     , silence1   , inMouth   
[8: 2] , inNose     , inNose     , silence1   , inMouth   
       , inNose     , inNose     , silence1   , inMouth   
[8: 3] , inNose     , inNose     , silence1   , inMouth   
       , outMouth   , outMouth   , silence1   , outMouth  
[8: 4] , outMouth   , outMouth   , silence1   , outMouth  
       , outMouth   , outMouth   , silence1   , outMouth  
[8: 5] , outMouth   , outMouth   , silence1   , outMouth  
       , outMouth   , outMouth   , silence1   , outMouth  
[8: 6] , outMouth   , outMouth   , silence1   , outMouth  
       , inNose     , inNose     , inMouth    , inNose    
[8: 7] , inNose     , inNose     , inMouth    , inNose    
       , inNose     , inNose     , inMouth    , inNose    
[8: 8] , inNose     , inNose     , inMouth    , inNose    
       , inNose     , inNose     , inMouth    , inNose    
[8: 9] , inNose     , inNose     , inMouth    , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[8:10] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[8:11] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[8:12] , outMouth   , outMouth   , outMouth   , outMouth  
       , inNose     , inNose     , inNose     , inNose    
[8:13] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[8:14] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[8:15] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[8:16] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[8:17] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[8:18] , outMouth   , outMouth   , outMouth   , outMouth  
[8:18] , ********** , ********** , ********** , **********
       , silence1   , silence1   , silence1   , in        
[8:19] , silence1   , silence1   , silence1   , in        
       , in         , silence1   , silence1   , in        
[8:20] , in         , silence1   , silence1   , in        
       , in         , in         , silence1   , in        
[8:21] , in         , in         , silence1   , in        
       , in         , in         , in         , humLow    
[8:22] , in         , in         , in         , humLow    
       , humLow     , in         , in         , humLow    
[8:23] , humLow     , in         , in         , humLow    
       , humLow     , out        , in         , humLow    
[8:24] , humLow     , out        , in         , humLow    
       , humLow     , out        , singLow    , silence1  
[8:25] , humLow     , out        , singLow    , silence1  
       , silence1   , out        , singLow    , silence1  
[8:26] , silence1   , out        , singLow    , silence1  
       , silence1   , silence1   , singLow    , silence1  
[8:27] , silence1   , silence1   , singLow    , silence1  
       , silence1   , in         , silence1   , silence1  
[8:28] , silence1   , in         , silence1   , silence1  
       , silence1   , in         , silence1   , silence1  
[8:29] , silence1   , in         , silence1   , silence1  
       , silence1   , in         , silence1   , in        
[8:30] , silence1   , in         , silence1   , in        
       , in         , singHigh   , silence1   , in        
[8:31] , in         , singHigh   , silence1   , in        
       , in         , singHigh   , silence1   , in        
[8:32] , in         , singHigh   , silence1   , in        
       , in         , singHigh   , in         , humHigh   
[8:33] , in         , singHigh   , in         , humHigh   
       , out        , silence1   , in         , humHigh   
[8:34] , out        , silence1   , in         , humHigh   
       , out        , silence1   , in         , humHigh   
[8:35] , out        , silence1   , in         , humHigh   
       , out        , silence1   , humLow     , silence1  
[8:36] , out        , silence1   , humLow     , silence1  
       , silence1   , silence1   , humLow     , silence1  
[8:37] , silence1   , silence1   , humLow     , silence1  
       , in         , silence1   , humLow     , silence1  
[8:38] , in         , silence1   , humLow     , silence1  
       , in         , in         , silence1   , silence1  
[8:39] , in         , in         , silence1   , silence1  
       , in         , in         , silence1   , silence1  
[8:40] , in         , in         , silence1   , silence1  
       , singLow    , in         , silence1   , in        
[8:41] , singLow    , in         , silence1   , in        
       , singLow    , out        , silence1   , in        
[8:42] , singLow    , out        , silence1   , in        
       , singLow    , out        , silence1   , in        
[8:43] , singLow    , out        , silence1   , in        
       , silence1   , out        , in         , singLow   
[8:44] , silence1   , out        , in         , singLow   
       , silence1   , silence1   , in         , singLow   
[8:45] , silence1   , silence1   , in         , singLow   
       , silence1   , in         , in         , singLow   
[8:46] , silence1   , in         , in         , singLow   
       , silence1   , in         , out        , silence1  
[8:47] , silence1   , in         , out        , silence1  
       , silence1   , in         , out        , silence1  
[8:48] , silence1   , in         , out        , silence1  
       , in         , humHigh    , out        , silence1  
[8:49] , in         , humHigh    , out        , silence1  
       , in         , humHigh    , silence1   , silence1  
[8:50] , in         , humHigh    , silence1   , silence1  
       , in         , humHigh    , in         , silence1  
[8:51] , in         , humHigh    , in         , silence1  
       , humHigh    , silence1   , in         , in        
[8:52] , humHigh    , silence1   , in         , in        
       , humHigh    , silence1   , in         , in        
[8:53] , humHigh    , silence1   , in         , in        
       , humHigh    , silence1   , humHigh    , in        
[8:54] , humHigh    , silence1   , humHigh    , in        
       , silence1   , silence1   , humHigh    , out       
[8:55] , silence1   , silence1   , humHigh    , out       
       , silence1   , silence1   , humHigh    , out       
[8:56] , silence1   , silence1   , humHigh    , out       
       , silence1   , in         , silence1   , out       
[8:57] , silence1   , in         , silence1   , out       
       , silence1   , in         , silence1   , silence1  
[8:58] , silence1   , in         , silence1   , silence1  
       , silence1   , in         , silence1   , in        
[8:59] , silence1   , in         , silence1   , in        
       , in         , humLow     , silence1   , in        
[9: 0] , in         , humLow     , silence1   , in        
       , in         , humLow     , silence1   , in        
[9: 1] , in         , humLow     , silence1   , in        
       , in         , humLow     , in         , out       
[9: 2] , in         , humLow     , in         , out       
       , singHigh   , silence1   , in         , out       
[9: 3] , singHigh   , silence1   , in         , out       
       , singHigh   , silence1   , in         , out       
[9: 4] , singHigh   , silence1   , in         , out       
       , singHigh   , silence1   , singHigh   , silence1  
[9: 5] , singHigh   , silence1   , singHigh   , silence1  
       , silence1   , silence1   , singHigh   , in        
[9: 6] , silence1   , silence1   , singHigh   , in        
       , silence1   , silence1   , singHigh   , in        
[9: 7] , silence1   , silence1   , singHigh   , in        
       , silence1   , in         , silence1   , in        
[9: 8] , silence1   , in         , silence1   , in        
       , silence1   , in         , silence1   , singHigh  
[9: 9] , silence1   , in         , silence1   , singHigh  
       , silence1   , in         , silence1   , singHigh  
[9:10] , silence1   , in         , silence1   , singHigh  
       , in         , singLow    , silence1   , singHigh  
[9:11] , in         , singLow    , silence1   , singHigh  
       , in         , singLow    , silence1   , silence1  
[9:12] , in         , singLow    , silence1   , silence1  
       , in         , singLow    , in         , silence1  
[9:13] , in         , singLow    , in         , silence1  
       , out        , silence1   , in         , silence1  
[9:14] , out        , silence1   , in         , silence1  
       , out        , silence1   , in         , silence1  
[9:15] , out        , silence1   , in         , silence1  
       , out        , silence1   , out        , silence1  
[9:16] , out        , silence1   , out        , silence1  
       , silence1   , silence1   , out        , silence1  
[9:17] , silence1   , silence1   , out        , silence1  
       , silence1   , silence1   , out        , silence1  
[9:18] , silence1   , silence1   , out        , silence1  
       , silence1   , silence1   , silence1   , silence1  
[9:19] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[9:20] , silence1   , silence1   , silence1   , silence1  
[9:20] , ********** , ********** , ********** , **********
       , inNose     , inNose     , inNose     , inNose    
[9:21] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[9:22] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[9:23] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[9:24] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[9:25] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[9:26] , outMouth   , outMouth   , outMouth   , outMouth  
       , inMouth    , inNose     , inNose     , inNose    
[9:27] , inMouth    , inNose     , inNose     , inNose    
       , inMouth    , inNose     , inNose     , inNose    
[9:28] , inMouth    , inNose     , inNose     , inNose    
       , inMouth    , inNose     , inNose     , inNose    
[9:29] , inMouth    , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[9:30] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[9:31] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[9:32] , outMouth   , outMouth   , outMouth   , outMouth  
       , jchill     , inNose     , inNose     , inNose    
[9:33] , jchill     , inNose     , inNose     , inNose    
       , jchill     , inNose     , inNose     , inNose    
[9:34] , jchill     , inNose     , inNose     , inNose    
       , jchill     , inNose     , inNose     , inNose    
[9:35] , jchill     , inNose     , inNose     , inNose    
       , jchill     , outMouth   , outMouth   , outMouth  
[9:36] , jchill     , outMouth   , outMouth   , outMouth  
       , silence1   , outMouth   , outMouth   , outMouth  
[9:37] , silence1   , outMouth   , outMouth   , outMouth  
       , silence1   , outMouth   , outMouth   , outMouth  
[9:38] , silence1   , outMouth   , outMouth   , outMouth  
       , silence1   , inNose     , inNose     , inMouth   
[9:39] , silence1   , inNose     , inNose     , inMouth   
       , silence1   , inNose     , inNose     , inMouth   
[9:40] , silence1   , inNose     , inNose     , inMouth   
       , silence1   , inNose     , inNose     , inMouth   
[9:41] , silence1   , inNose     , inNose     , inMouth   
       , silence1   , outMouth   , outMouth   , outMouth  
[9:42] , silence1   , outMouth   , outMouth   , outMouth  
       , silence1   , outMouth   , outMouth   , outMouth  
[9:43] , silence1   , outMouth   , outMouth   , outMouth  
       , silence1   , outMouth   , outMouth   , outMouth  
[9:44] , silence1   , outMouth   , outMouth   , outMouth  
       , silence1   , inNose     , inMouth    , jchill    
[9:45] , silence1   , inNose     , inMouth    , jchill    
       , silence1   , inNose     , inMouth    , jchill    
[9:46] , silence1   , inNose     , inMouth    , jchill    
       , silence1   , inNose     , inMouth    , jchill    
[9:47] , silence1   , inNose     , inMouth    , jchill    
       , silence1   , outMouth   , outMouth   , jchill    
[9:48] , silence1   , outMouth   , outMouth   , jchill    
       , silence1   , outMouth   , outMouth   , silence1  
[9:49] , silence1   , outMouth   , outMouth   , silence1  
       , silence1   , outMouth   , outMouth   , silence1  
[9:50] , silence1   , outMouth   , outMouth   , silence1  
       , silence1   , inNose     , jchill     , silence1  
[9:51] , silence1   , inNose     , jchill     , silence1  
       , silence1   , inNose     , jchill     , silence1  
[9:52] , silence1   , inNose     , jchill     , silence1  
       , silence1   , inNose     , jchill     , silence1  
[9:53] , silence1   , inNose     , jchill     , silence1  
       , silence1   , outMouth   , jchill     , silence1  
[9:54] , silence1   , outMouth   , jchill     , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[9:55] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[9:56] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[9:57] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[9:58] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[9:59] , silence1   , inNose     , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[10: 0] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[10: 1] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[10: 2] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[10: 3] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[10: 4] , silence1   , inNose     , silence1   , silence1  
       , silence1   , inNose     , silence1   , silence1  
[10: 5] , silence1   , inNose     , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[10: 6] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[10: 7] , silence1   , outMouth   , silence1   , silence1  
       , silence1   , outMouth   , silence1   , silence1  
[10: 8] , silence1   , outMouth   , silence1   , silence1  
[10: 8] , ********** , ********** , ********** , **********
       , silence1   , in         , silence1   , silence1  
[10: 9] , silence1   , in         , silence1   , silence1  
       , silence1   , in         , silence1   , in        
[10:10] , silence1   , in         , silence1   , in        
       , silence1   , in         , in         , in        
[10:11] , silence1   , in         , in         , in        
       , in         , humLow     , in         , in        
[10:12] , in         , humLow     , in         , in        
       , in         , humLow     , in         , out       
[10:13] , in         , humLow     , in         , out       
       , in         , humLow     , humLow     , out       
[10:14] , in         , humLow     , humLow     , out       
       , singHigh   , silence1   , humLow     , out       
[10:15] , singHigh   , silence1   , humLow     , out       
       , singHigh   , silence1   , humLow     , silence1  
[10:16] , singHigh   , silence1   , humLow     , silence1  
       , singHigh   , silence1   , silence1   , in        
[10:17] , singHigh   , silence1   , silence1   , in        
       , silence1   , silence1   , silence1   , in        
[10:18] , silence1   , silence1   , silence1   , in        
       , silence1   , silence1   , silence1   , in        
[10:19] , silence1   , silence1   , silence1   , in        
       , silence1   , in         , silence1   , humLow    
[10:20] , silence1   , in         , silence1   , humLow    
       , silence1   , in         , silence1   , humLow    
[10:21] , silence1   , in         , silence1   , humLow    
       , silence1   , in         , in         , humLow    
[10:22] , silence1   , in         , in         , humLow    
       , in         , singHigh   , in         , silence1  
[10:23] , in         , singHigh   , in         , silence1  
       , in         , singHigh   , in         , silence1  
[10:24] , in         , singHigh   , in         , silence1  
       , in         , singHigh   , out        , silence1  
[10:25] , in         , singHigh   , out        , silence1  
       , out        , silence1   , out        , silence1  
[10:26] , out        , silence1   , out        , silence1  
       , out        , silence1   , out        , silence1  
[10:27] , out        , silence1   , out        , silence1  
